contig_1	0.0000000000000000000000000000000000000000
contig_10	0.0000000000000000000000000000000000000000
contig_2	0.0151324555535886258461619746640280936845
contig_3	0.0000973515661390087302549598002876507508
contig_4	0.0000973515661390087302549598002876507508
contig_5	0.0000009019800999525386524686152225904756
contig_6	0.0000000333695721669968961087268471098211
contig_7	0.0000000333695721669968894912819466855997
contig_8	0.0000000004553308369292750281478497266930
contig_9	0.0000000000058729452124885777935424820205
Mean	0.00153281278663147
